rank,title,world_gross,dom_gross,dom_perc,for_gr,for_perc,year
1,Avatar,2923706026,785221649,26.9,2138484377,73.1,2009
2,Avengers: Endgame,2799439100,858373000,30.7,1941066100,69.3,2019
3,Titanic,2194690964,659363944,30.0,1535327020,70.0,1997
4,Avatar: The Way of Water,2129714940,624614940,29.3,1505100000,70.7,2022
5,Star Wars: Episode VII - The Force Awakens,2071310218,936662225,45.2,1134647993,54.8,2015
6,Avengers: Infinity War,2052415039,678815482,33.1,1373599557,66.9,2018
7,Spider-Man: No Way Home,1921847111,814115070,42.4,1107732041,57.6,2021
8,Jurassic World,1671537444,653406625,39.1,1018130819,60.9,2015
9,The Lion King,1663075401,543638043,32.7,1119437358,67.3,2019
10,The Avengers,1520538536,623357910,41.0,897180626,59.0,2012
11,Furious 7,1515341399,353007020,23.3,1162334379,76.7,2015
12,Top Gun: Maverick,1488732821,718732821,48.3,770000000,51.7,2022
13,Frozen II,1453683476,477373578,32.8,976309898,67.2,2019
14,Avengers: Age of Ultron,1405018048,459005868,32.7,946012180,67.3,2015
15,Black Panther,1349926083,700426566,51.9,649499517,48.1,2018
16,Harry Potter and the Deathly Hallows: Part 2,1342359942,381447587,28.4,960912355,71.6,2011
17,Star Wars: Episode VIII - The Last Jedi,1334407706,620181382,46.5,714226324,53.5,2017
18,Jurassic World: Fallen Kingdom,1310466296,417719760,31.9,892746536,68.1,2018
19,Frozen,1284540518,400953009,31.2,883587509,68.8,2013
20,Beauty and the Beast,1266115964,504481165,39.8,761634799,60.2,2017
21,Incredibles 2,1243225667,608581744,49.0,634643923,51.0,2018
22,The Fate of the Furious,1236005118,226008385,18.3,1009996733,81.7,2017
23,Iron Man 3,1215577205,409013994,33.6,806563211,66.4,2013
24,Minions,1159444662,336045770,29.0,823398892,71.0,2015
25,Captain America: Civil War,1155046416,408084349,35.3,746962067,64.7,2016
26,Aquaman,1148528393,335104314,29.2,813424079,70.8,2018
27,The Lord of the Rings: The Return of the King,1146457748,378251207,33.0,768206541,67.0,2003
28,Spider-Man: Far from Home,1131927996,390532085,34.5,741395911,65.5,2019
29,Captain Marvel,1131416446,426829839,37.7,704586607,62.3,2019
30,Transformers: Dark of the Moon,1123794079,352390543,31.4,771403536,68.6,2011
31,Jurassic Park,1109802321,404214720,36.4,705587601,63.6,1993
32,Skyfall,1108569499,304360277,27.5,804209222,72.5,2012
33,Transformers: Age of Extinction,1104054072,245439076,22.2,858614996,77.8,2014
34,The Dark Knight Rises,1081169825,448149584,41.4,633020241,58.6,2012
35,Star Wars: Episode IX - The Rise of Skywalker,1077022372,515202542,47.8,561819830,52.2,2019
36,Joker,1074458282,335477657,31.2,738980625,68.8,2019
37,Toy Story 4,1073841394,434038008,40.4,639803386,59.6,2019
38,Toy Story 3,1067316101,415004880,38.9,652311221,61.1,2010
39,Pirates of the Caribbean: Dead Man's Chest,1066179747,423315812,39.7,642863935,60.3,2006
40,Rogue One: A Star Wars Story,1058682142,533539991,50.4,525142151,49.6,2016
41,Aladdin,1054304000,355559216,33.7,698744784,66.3,2019
42,Pirates of the Caribbean: On Stranger Tides,1046721266,241071802,23.0,805649464,77.0,2011
43,Despicable Me 3,1034800131,264624300,25.6,770175831,74.4,2017
44,Finding Dory,1029266989,486295561,47.2,542971428,52.8,2016
45,Star Wars: Episode I - The Phantom Menace,1027082707,474544677,46.2,552538030,53.8,1999
46,Zootopia,1025521689,341268248,33.3,684253441,66.7,2016
47,Alice in Wonderland,1025468216,334191110,32.6,691277106,67.4,2010
48,Harry Potter and the Sorcerer's Stone,1023842938,318886962,31.2,704955976,68.8,2001
49,The Hobbit: An Unexpected Journey,1017030651,303030651,29.8,714000000,70.2,2012
50,The Dark Knight,1006234167,534987076,53.2,471247091,46.8,2008
51,Jurassic World: Dominion,1001978080,376851080,37.6,625127000,62.4,2022
52,Jumanji: Welcome to the Jungle,995339117,404540171,40.6,590798946,59.4,2017
53,Harry Potter and the Deathly Hallows: Part 1,977070383,296374621,30.3,680695762,69.7,2010
54,Despicable Me 2,970766005,368065385,37.9,602700620,62.1,2013
55,The Lion King,968511805,422783777,43.6,545728028,56.4,1994
56,The Jungle Book,967724775,364001123,37.6,603723652,62.4,2016
57,The Hobbit: The Battle of the Five Armies,962201338,255138261,26.5,707063077,73.5,2014
58,Pirates of the Caribbean: At World's End,961691209,309420425,32.2,652270784,67.8,2007
59,The Hobbit: The Desolation of Smaug,959027992,258387334,26.9,700640658,73.1,2013
60,Doctor Strange in the Multiverse of Madness,955775804,411331607,43.0,544444197,57.0,2022
61,The Lord of the Rings: The Two Towers,947944270,342952511,36.2,604991759,63.8,2002
62,Harry Potter and the Order of the Phoenix,942278045,292382727,31.0,649895318,69.0,2007
63,Finding Nemo,941637960,380843261,40.4,560794699,59.6,2003
64,Minions: The Rise of Gru,939628210,369695210,39.3,569933000,60.7,2022
65,Harry Potter and the Half-Blood Prince,934504700,302334374,32.4,632170326,67.6,2009
66,Shrek 2,928760770,441226247,47.5,487534523,52.5,2004
67,Harry Potter and the Chamber of Secrets,925054421,262641637,28.4,662412784,71.6,2002
68,Bohemian Rhapsody,910809311,216668042,23.8,694141269,76.2,2018
69,The Battle at Lake Changjin,902548476,342411,0.1,902206065,100.0,2021
70,The Lord of the Rings: The Fellowship of the Ring,898204420,316115420,35.2,582089000,64.8,2001
71,Harry Potter and the Goblet of Fire,896815106,290469928,32.4,606345178,67.6,2005
72,Spider-Man 3,894983373,336530303,37.6,558453070,62.4,2007
73,The Secret Life of Pets,894328469,368384330,41.2,525944139,58.8,2016
74,Ice Age: Dawn of the Dinosaurs,886686817,196573705,22.2,690113112,77.8,2009
75,Spectre,880705312,200074609,22.7,680630703,77.3,2015
76,Spider-Man: Homecoming,880166924,334201140,38.0,545965784,62.0,2017
77,Ice Age: Continental Drift,877244782,161321843,18.4,715922939,81.6,2012
78,Batman v Superman: Dawn of Justice,873637528,330360194,37.8,543277334,62.2,2016
79,Wolf Warrior 2,870325439,2721100,0.3,867604339,99.7,2017
80,Star Wars: Episode III - Revenge of the Sith,868390560,380270577,43.8,488119983,56.2,2005
81,The Hunger Games: Catching Fire,865011746,424668047,49.1,440343699,50.9,2013
82,Guardians of the Galaxy Vol. 2,863756051,389813101,45.1,473942950,54.9,2017
83,Inside Out,858848019,356921711,41.6,501926308,58.4,2015
84,Venom,856085151,213515506,24.9,642569645,75.1,2018
85,Thor: Ragnarok,855301806,315058289,36.8,540243517,63.2,2017
86,The Twilight Saga: Breaking Dawn - Part 2,848853382,292324737,34.4,556528645,65.6,2012
87,Black Panther: Wakanda Forever,842121221,453209755,53.8,388911466,46.2,2022
88,Inception,836848102,292587330,35.0,544260772,65.0,2010
89,Transformers: Revenge of the Fallen,836303693,402111870,48.1,434191823,51.9,2009
90,Spider-Man,825025036,407022860,49.3,418002176,50.7,2002
91,Wonder Woman,822854286,412845172,50.2,410009114,49.8,2017
92,"Hi, Mom",822009764,0,0.0,822009764,100.0,2021
93,Independence Day,817400891,306169268,37.5,511231623,62.5,1996
94,Coco,814337054,210460015,25.8,603877039,74.2,2017
95,Fantastic Beasts and Where to Find Them,814044001,234037575,28.8,580006426,71.2,2016
96,Shrek the Third,813367380,322719944,39.7,490647436,60.3,2007
97,Jumanji: The Next Level,801693929,320314960,40.0,481378969,60.0,2019
98,Harry Potter and the Prisoner of Azkaban,797660766,250105651,31.4,547555115,68.6,2004
99,Pirates of the Caribbean: Dead Men Tell No Tales,795922298,172558876,21.7,623363422,78.3,2017
100,E.T. the Extra-Terrestrial,792910554,437141279,55.1,355769275,44.9,1982
101,Mission: Impossible - Fallout,791657398,220159104,27.8,571498294,72.2,2018
102,2012,791217826,166112167,21.0,625105659,79.0,2009
103,Indiana Jones and the Kingdom of the Crystal Skull,790653942,317101119,40.1,473552823,59.9,2008
104,Spider-Man 2,788976453,373585825,47.4,415390628,52.6,2004
105,Fast & Furious 6,788680968,238679850,30.3,550001118,69.7,2013
106,Deadpool 2,785896609,324591735,41.3,461304874,58.7,2018
107,Deadpool,782836791,363070709,46.4,419766082,53.6,2016
108,Star Wars: Episode IV - A New Hope,775398007,460998507,59.4,314399500,40.6,1977
109,No Time to Die,774153007,160891007,20.8,613262000,79.2,2021
110,Interstellar,773867216,188020017,24.3,585847199,75.7,2014
111,Guardians of the Galaxy,773350147,333718600,43.2,439631547,56.8,2014
112,The Batman,770945583,369345583,47.9,401600000,52.1,2022
113,Thor: Love and Thunder,760928081,343256830,45.1,417671251,54.9,2022
114,Fast & Furious Presents: Hobbs & Shaw,760732926,173956935,22.9,586775991,77.1,2019
115,The Da Vinci Code,760006945,217536138,28.6,542470807,71.4,2006
116,Maleficent,759853685,241410378,31.8,518443307,68.2,2014
117,The Amazing Spider-Man,757930663,262030663,34.6,495900000,65.4,2012
118,The Hunger Games: Mockingjay - Part 1,755356711,337135885,44.6,418220826,55.4,2014
119,Shrek Forever After,752600867,238736787,31.7,513864080,68.3,2010
120,Gravity,748049949,274092705,36.6,473957244,63.4,2013
121,Madagascar 3: Europe's Most Wanted,746921274,216391482,29.0,530529792,71.0,2012
122,Suicide Squad,746846894,325100054,43.5,421746840,56.5,2016
123,X-Men: Days of Future Past,746045700,233921534,31.4,512124166,68.6,2014
124,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115,291710957,39.2,453302158,60.8,2005
125,Monsters University,743559645,268492764,36.1,475066881,63.9,2013
126,The Matrix Reloaded,741847937,281576461,38.0,460271476,62.0,2003
127,Up,735099102,293004164,39.9,442094938,60.1,2009
128,Ne Zha,726264074,3695533,0.5,722568541,99.5,2019
129,F9: The Fast Saga,726229501,173005945,23.8,553223556,76.2,2021
130,Captain America: The Winter Soldier,714421503,259766572,36.4,454654931,63.6,2014
131,The Twilight Saga: Breaking Dawn - Part 1,712205856,281287133,39.5,430918723,60.5,2011
132,The Twilight Saga: New Moon,711025481,297816253,41.9,413209228,58.1,2009
133,Dawn of the Planet of the Apes,710644566,208545589,29.4,502098977,70.6,2014
134,Transformers,709709780,319246193,45.0,390463587,55.0,2007
135,The Amazing Spider-Man 2,708982323,202853933,28.6,506128390,71.4,2014
136,It,701842551,328874981,46.9,372967570,53.1,2017
137,The Wandering Earth,699992512,5971413,0.8,694021099,99.2,2019
138,The Twilight Saga: Eclipse,698509825,300531751,43.0,397978074,57.0,2010
139,Mission: Impossible - Ghost Protocol,694713380,209397903,30.1,485315477,69.9,2011
140,Mamma Mia!,694476782,144169664,20.8,550307118,79.2,2008
141,The Hunger Games,694394724,408010692,58.8,286384032,41.2,2012
142,Detective Chinatown 3,686257563,0,0.0,686257563,100.0,2021
143,Mission: Impossible - Rogue Nation,682716636,195042377,28.6,487674259,71.4,2015
144,Forrest Gump,678226465,330455270,48.7,347771195,51.3,1994
145,Doctor Strange,677796076,232641920,34.3,445154156,65.7,2016
146,The Sixth Sense,672806432,293506292,43.6,379300140,56.4,1999
147,Man of Steel,668045518,291045518,43.6,377000000,56.4,2013
148,Ice Age: The Meltdown,667094506,195330621,29.3,471763885,70.7,2006
149,Kung Fu Panda 2,665692281,165249063,24.8,500443218,75.2,2011
150,Moana,665069139,248757044,37.4,416312095,62.6,2016
151,Justice League,657926987,229024295,34.8,428902692,65.2,2017
152,Big Hero 6,657869686,222527828,33.8,435341858,66.2,2014
153,Fantastic Beasts: The Crimes of Grindelwald,654855901,159555901,24.4,495300000,75.6,2018
154,Pirates of the Caribbean: The Curse of the Black Pearl,654264015,305413918,46.7,348850097,53.3,2003
155,Men in Black 3,654213485,179020854,27.4,475192631,72.6,2012
156,Star Wars: Episode II - Attack of the Clones,653779970,310676740,47.5,343103230,52.5,2002
157,The Hunger Games: Mockingjay - Part 2,653428261,281723902,43.1,371704359,56.9,2015
158,Thor: The Dark World,644783140,206362140,32.0,438421000,68.0,2013
159,Sing,634338384,270578425,42.7,363759959,57.3,2016
160,Kung Fu Panda,632083197,215771591,34.1,416311606,65.9,2008
161,The Incredibles,631607053,261441092,41.4,370165961,58.6,2004
162,The Martian,630620818,228433663,36.2,402187155,63.8,2015
163,Hancock,629443428,227946274,36.2,401497154,63.8,2008
164,Water Gate Bridge,626571697,117294,0.1,626454403,100.0,2022
165,Fast Five,626137675,209837675,33.5,416300000,66.5,2011
166,Iron Man 2,623933331,312433331,50.1,311500000,49.9,2010
167,Ratatouille,623726085,206445654,33.1,417280431,66.9,2007
168,Ant-Man and the Wasp,622674139,216648740,34.8,406025399,65.2,2018
169,How to Train Your Dragon 2,621537519,177002924,28.5,444534595,71.5,2014
170,Logan,619179950,226277068,36.5,392902882,63.5,2017
171,The Lost World: Jurassic Park,618638999,229086679,37.0,389552320,63.0,1997
172,Casino Royale,616505162,167445960,27.2,449059202,72.8,2006
173,The Passion of the Christ,612054506,370782930,60.6,241271576,39.4,2004
174,Life of Pi,609016565,124987023,20.5,484029542,79.5,2012
175,Transformers: The Last Knight,605425157,130168683,21.5,475256474,78.5,2017
176,Madagascar: Escape 2 Africa,603900354,180010950,29.8,423889404,70.2,2008
177,War of the Worlds,603873119,234280354,38.8,369592765,61.2,2005
178,Tangled,592462816,200821936,33.9,391640880,66.1,2010
179,Ready Player One,592241728,137715350,23.2,454526378,76.8,2018
180,Quantum of Solace,589580482,168368427,28.6,421212055,71.4,2008
181,Men in Black,589390539,250690539,42.5,338700000,57.5,1997
182,The Croods,587235983,187168425,31.9,400067558,68.1,2013
183,The Hangover Part II,586764305,254464305,43.4,332300000,56.6,2011
184,Iron Man,585796247,319034126,54.5,266762121,45.5,2008
185,I Am Legend,585410052,256393010,43.8,329017042,56.2,2007
186,"Monsters, Inc.",579707738,290642256,50.1,289065482,49.9,2001
187,Operation Red Sea,579330426,1543547,0.3,577786879,99.7,2018
188,Night at the Museum,574481229,250863268,43.7,323617961,56.3,2006
189,Fifty Shades of Grey,569651467,166167230,29.2,403484237,70.8,2015
190,Kong: Skull Island,566652812,168052812,29.7,398600000,70.3,2017
191,The Smurfs,563749323,142614158,25.3,421135165,74.7,2011
192,Cars 2,559852396,191452396,34.2,368400000,65.8,2011
193,King Kong,556906378,218080025,39.2,338826353,60.8,2005
194,Puss in Boots,554987477,149260504,26.9,405726973,73.1,2011
195,The Mermaid,553810228,3232685,0.6,550577543,99.4,2016
196,Armageddon,553709788,201578182,36.4,352131606,63.6,1998
197,The Day After Tomorrow,552639571,186740799,33.8,365898772,66.2,2004
198,Ted,549368315,218815487,39.8,330552828,60.2,2012
199,American Sniper,547459020,350159020,64.0,197300000,36.0,2014
200,Mission: Impossible II,546388108,215409889,39.4,330978219,60.6,2000
201,Detective Chinatown 2,544185156,1983984,0.4,542201172,99.6,2018
202,X-Men: Apocalypse,543934105,155442489,28.6,388491616,71.4,2016
203,Sherlock Holmes: A Game of Shadows,543848418,186848418,34.4,357000000,65.6,2011
204,Despicable Me,543157985,251557985,46.3,291600000,53.7,2010
205,Cinderella,542358331,201151353,37.1,341206978,62.9,2015
206,Madagascar,542063846,193595521,35.7,348468325,64.3,2005
207,World War Z,540455876,202807711,37.5,337648165,62.5,2013
208,Brave,538983207,237283207,44.0,301700000,56.0,2012
209,Star Wars: Episode V - The Empire Strikes Back,538375067,292753960,54.4,245621107,45.6,1980
210,The Simpsons Movie,536414293,183135014,34.1,353279279,65.9,2007
211,The Revenant,532950503,183637894,34.5,349312609,65.5,2015
212,The Meg,530517320,145522784,27.4,384994536,72.6,2018
213,Ralph Breaks the Internet,529323962,201091711,38.0,328232251,62.0,2018
214,Hotel Transylvania 3: Summer Vacation,528583774,167510016,31.7,361073758,68.3,2018
215,The Boss Baby,527965936,175003033,33.2,352962903,66.8,2017
216,Dunkirk,527016307,189740665,36.0,337275642,64.0,2017
217,The Grinch,526760632,271384731,51.5,255375901,48.5,2018
218,Godzilla,524976069,200676069,38.2,324300000,61.8,2014
219,How to Train Your Dragon: The Hidden World,524580592,160945505,30.7,363635087,69.3,2019
220,Sherlock Holmes,524028679,209028679,39.9,315000000,60.1,2009
221,Meet the Fockers,522657936,279261160,53.4,243396776,46.6,2004
222,WALL·E,521311890,223808164,42.9,297503726,57.1,2008
223,Kung Fu Panda 3,521170825,143528619,27.5,377642206,72.5,2016
224,Terminator 2: Judgment Day,520881154,205881154,39.5,315000000,60.5,1991
225,Ant-Man,519311965,180202163,34.7,339109802,65.3,2015
226,Venom: Let There Be Carnage,506863592,213550366,42.1,293313226,57.9,2021
227,Ghost,505703557,217631306,43.0,288072251,57.0,1990
228,Aladdin,504050219,217350219,43.1,286700000,56.9,1992
229,Gladiator,503162313,187705427,37.3,315456886,62.7,2000
230,Rio 2,498781117,131538435,26.4,367242682,73.6,2014
231,Troy,497409852,133378256,26.8,364031596,73.2,2004
232,Toy Story 2,497375381,245852179,49.4,251523202,50.6,1999
233,How to Train Your Dragon,494879471,217581231,44.0,277298240,56.0,2010
234,Twister,494580615,241830615,48.9,252750000,51.1,1996
235,Oz the Great and Powerful,493311825,234911825,47.6,258400000,52.4,2013
236,Clash of the Titans,493214993,163214888,33.1,330000105,66.9,2010
237,Maleficent: Mistress of Evil,491730089,113929605,23.2,377800484,76.8,2019
238,War for the Planet of the Apes,490719763,146880162,29.9,343839601,70.1,2017
239,Shrek,488441368,268163011,54.9,220278357,45.1,2001
240,Mr. & Mrs. Smith,487287646,186336279,38.2,300951367,61.8,2005
241,Angels & Demons,485930816,133375846,27.4,352554970,72.6,2009
242,Teenage Mutant Ninja Turtles,485004754,191204754,39.4,293800000,60.6,2014
243,Bruce Almighty,484592874,242829261,50.1,241763613,49.9,2003
244,The King's Speech,484068861,138797449,28.7,345271412,71.3,2010
245,Rio,483866772,143619809,29.7,340246963,70.3,2011
246,Saving Private Ryan,482349603,217049603,45.0,265300000,55.0,1998
247,Rise of the Planet of the Apes,481800873,176760185,36.7,305040688,63.3,2011
248,Home Alone,476684675,285761243,60.0,190923432,40.0,1990
249,Jaws,476512065,265859065,55.8,210653000,44.2,1975
250,Hotel Transylvania 2,475186706,169700110,35.7,305486596,64.3,2015
251,Star Wars: Episode VI - Return of the Jedi,475106177,309306177,65.1,165800000,34.9,1983
252,Charlie and the Chocolate Factory,474968763,206459076,43.5,268509687,56.5,2005
253,Indiana Jones and the Last Crusade,474171806,197171806,41.6,277000000,58.4,1989
254,San Andreas,474009154,155190832,32.7,318818322,67.3,2015
255,It Chapter Two,473122525,211622525,44.7,261500000,55.3,2019
256,La La Land,472000520,151101803,32.0,320898717,68.0,2016
257,Wreck-It Ralph,471222889,189422889,40.2,281800000,59.8,2012
258,Godzilla vs. Kong,470116094,100916094,21.5,369200000,78.5,2021
259,The Hangover,469328079,277339746,59.1,191988333,40.9,2009
260,Lucy,469058574,126663600,27.0,342394974,73.0,2014
261,The Lego Movie,468266122,257966122,55.1,210300000,44.9,2014
262,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018
263,Star Trek Into Darkness,467365246,228778661,49.0,238586585,51.0,2013
264,The Matrix,467222728,172076928,36.8,295145800,63.2,1999
265,Pretty Woman,463406268,178406268,38.5,285000000,61.5,1990
266,Cars,461991867,244082982,52.8,217908885,47.2,2006
267,The Eight Hundred,461421559,372755,0.1,461048804,99.9,2020
268,X-Men: The Last Stand,460435291,234362462,50.9,226072829,49.1,2006
269,Moon Man,460237662,0,0.0,460237662,100.0,2022
270,National Treasure: Book of Secrets,459242249,219964115,47.9,239278134,52.1,2007
271,Mission: Impossible,457696391,180981856,39.5,276714535,60.5,1996
272,300,456082343,210629101,46.2,245453242,53.8,2007
273,The Last Samurai,454627263,111127263,24.4,343500000,75.6,2003
274,Demon Slayer the Movie: Mugen Train,453210959,49505008,10.9,403705951,89.1,2020
275,Dying to Survive,451183391,6752,0.0,451176639,100.0,2018
276,Ocean's Eleven,450717150,183417150,40.7,267300000,59.3,2001
277,"My People, My Country",450064993,2356683,0.5,447708310,99.5,2019
278,Thor,449326618,181030624,40.3,268295994,59.7,2011
279,Pearl Harbor,449220945,198542554,44.2,250678391,55.8,2001
280,Tarzan,448191819,171091819,38.2,277100000,61.8,1999
281,Men in Black II,445135288,193735288,43.5,251400000,56.5,2002
282,The Bourne Ultimatum,444100035,227471070,51.2,216628965,48.8,2007
283,The Mummy Returns,443280904,202019785,45.6,241261119,54.4,2001
284,Alvin and the Chipmunks: The Squeakquel,443140005,219614612,49.6,223525393,50.4,2009
